Estacao;Data;Hora;Precipitacao;TempMaxima;TempMinima;Insolacao;Evaporacao Piche;Temp Comp Media;Umidade Relativa Media;Velocidade do Vento Media;
83985;09/11/2002;1200;0;;17.4;;;;;;
83985;10/11/2002;0000;;22.8;;7.1;1.1;18.18;58.75;5.166667;
83985;10/11/2002;1200;1.2;;15.9;;;;;;
83985;11/11/2002;0000;;23.8;;12.2;9.6;18.3;54;11.833333;
83985;11/11/2002;1200;0;;15.5;;;;;;
83985;12/11/2002;0000;;27.4;;12.6;8.2;19.5;53.5;5.033333;
83985;12/11/2002;1200;0;;13.5;;;;;;
83985;13/11/2002;0000;;28.8;;12.6;6.8;21.98;65;6.333333;
83985;13/11/2002;1200;0;;13.9;;;;;;
83985;14/11/2002;0000;;32;;7.1;6.8;24.14;73.5;3.5;
83985;14/11/2002;1200;0;;16.3;;;;;;
83985;15/11/2002;0000;;26.4;;2.9;4;22.88;90.5;2.433333;
83985;15/11/2002;1200;2.2;;21.2;;;;;;
83985;16/11/2002;0000;;29.6;;10.7;2;23.84;85.5;3.933333;
83985;16/11/2002;1200;8.2;;20;;;;;;
83985;17/11/2002;0000;;26.8;;5.9;3.8;23.88;83.5;3.666667;
83985;17/11/2002;1200;0;;20.8;;;;;;
83985;18/11/2002;0000;;30;;6.8;3.3;22.52;77.25;3.1;
83985;18/11/2002;1200;7.8;;20;;;;;;
83985;19/11/2002;0000;;24.2;;7.4;4.1;21.14;82;4.3;
83985;19/11/2002;1200;0;;16.1;;;;;;
83985;20/11/2002;0000;;25;;0.9;5;21.88;89.75;2.433333;
83985;20/11/2002;1200;8;;20;;;;;;
83985;21/11/2002;0000;;23.4;;8;1.4;19.64;67;2.866667;
83985;21/11/2002;1200;19;;18;;;;;;
83985;22/11/2002;0000;;23.2;;12.5;7.8;19.38;67.5;2.3;
83985;22/11/2002;1200;0;;13.7;;;;;;
83985;23/11/2002;0000;;29;;11.9;6.6;23.76;83.25;2.733333;
83985;23/11/2002;1200;0;;18.8;;;;;;
83985;24/11/2002;0000;;26;;1.2;3.2;23.76;95;1.4;
83985;24/11/2002;1200;0.6;;21.8;;;;;;
83985;25/11/2002;0000;;25;;0.1;1;23.04;91.5;4.666667;
83985;25/11/2002;1200;36.2;;21;;;;;;
83985;26/11/2002;0000;;27.2;;7.7;2.2;22.6;82;8.8;
83985;26/11/2002;1200;5;;20.2;;;;;;
83985;27/11/2002;0000;;26.2;;4.7;4;22.2;86.75;2.4;
83985;27/11/2002;1200;0;;17.4;;;;;;
83985;28/11/2002;0000;;22;;1.1;2.9;19.64;77.25;3.1;
83985;28/11/2002;1200;0;;18;;;;;;
83985;29/11/2002;0000;;21.4;;0;4.3;20.32;96.75;6.833333;
83985;29/11/2002;1200;6.8;;18;;;;;;
83985;30/11/2002;0000;;26.4;;2.7;1.2;23.24;89.25;1.566667;
83985;30/11/2002;1200;4.4;;21;;;;;;
83985;01/12/2002;0000;;22.2;;0;2;20.4;91.25;2.733333;
83985;01/12/2002;1200;70.6;;19;;;;;;
83985;02/12/2002;0000;;22.8;;11;1.8;19.88;73.5;3.166667;
83985;02/12/2002;1200;16.8;;17.6;;;;;;
83985;03/12/2002;0000;;24;;10.4;4.8;21.28;79.5;4.8;
83985;03/12/2002;1200;0;;18.2;;;;;;
83985;04/12/2002;0000;;22;;0;4.8;21;98.5;5.7;
83985;04/12/2002;1200;4.2;;19.2;;;;;;
83985;05/12/2002;0000;;25.4;;1;0.6;23.22;94;2.233333;
83985;05/12/2002;1200;37.6;;20;;;;;;
83985;06/12/2002;0000;;28.2;;5.6;1.6;24.04;85.5;2.466667;
83985;06/12/2002;1200;81.2;;20.8;;;;;;
83985;07/12/2002;0000;;24;;0;3;21.04;80.5;5.5;
83985;07/12/2002;1200;0;;19.4;;;;;;
83985;08/12/2002;0000;;23.2;;8.1;5.6;20.56;69;7;
83985;08/12/2002;1200;0;;18.8;;;;;;
83985;09/12/2002;0000;;23;;3;7.9;21.32;82.5;10;
83985;09/12/2002;1200;0;;19.4;;;;;;
83985;10/12/2002;0000;;25.4;;4.3;8.1;22.4;70.5;11.166667;
83985;10/12/2002;1200;0;;20;;;;;;
83985;11/12/2002;0000;;26;;8.3;6.9;22.24;91.75;2.8;
83985;11/12/2002;1200;2;;20;;;;;;
83985;12/12/2002;0000;;27.2;;7.4;2.2;21.96;88.5;2.8;
83985;12/12/2002;1200;0;;19;;;;;;
83985;13/12/2002;0000;;25.2;;10.8;2.8;22.08;80;3.966667;
83985;13/12/2002;1200;49.8;;18.6;;;;;;
83985;14/12/2002;0000;;27;;9.9;3.6;23.68;86.5;4.633333;
83985;14/12/2002;1200;0;;19.4;;;;;;
83985;15/12/2002;0000;;25.2;;2.8;4.6;23.36;88.75;8.333333;
83985;15/12/2002;1200;3.8;;22;;;;;;
83985;16/12/2002;0000;;31.2;;8.9;2;25.08;90;2.766667;
83985;16/12/2002;1200;2.4;;21.8;;;;;;
83985;17/12/2002;0000;;25;;12.1;3.4;20.76;74;5.166667;
83985;17/12/2002;1200;2.6;;18.6;;;;;;
83985;18/12/2002;0000;;25.4;;12.8;5.6;20.9;70;5.766667;
83985;18/12/2002;1200;0;;14.1;;;;;;
83985;19/12/2002;0000;;24;;0;7.3;21.6;87.25;6.7;
83985;19/12/2002;1200;0;;18.4;;;;;;
83985;20/12/2002;0000;;23.8;;5.7;2.3;20.28;75.25;3.6;
83985;20/12/2002;1200;4.8;;18.2;;;;;;
83985;21/12/2002;0000;;25;;12.6;3.3;20.86;69;5.8;
83985;21/12/2002;1200;0;;14.3;;;;;;
83985;22/12/2002;0000;;23;;0;8.6;22.52;91.5;9.166667;
83985;22/12/2002;1200;0;;20.8;;;;;;
83985;23/12/2002;0000;;23;;0;0.9;20.44;89.5;5.6;
83985;23/12/2002;1200;62.2;;18.6;;;;;;
83985;24/12/2002;0000;;22;;5.6;2.6;19.38;;2.966667;
83985;24/12/2002;1200;2.6;;17.1;;;;;;
83985;25/12/2002;0000;;24.8;;12.9;3.5;19.98;66.75;2.933333;
83985;25/12/2002;1200;0;;13.5;;;;;;
83985;26/12/2002;0000;;26.8;;13.1;6;21.9;73.5;6.133333;
83985;26/12/2002;1200;0;;16.1;;;;;;
83985;27/12/2002;0000;;29.4;;12.8;5.5;24.16;80.25;3.933333;
83985;27/12/2002;1200;0;;17.4;;;;;;
83985;28/12/2002;0000;;30.2;;8;5.2;25.44;78.5;5.166667;
83985;28/12/2002;1200;0;;21.6;;;;;;
83985;29/12/2002;0000;;28;;3.9;4.3;24.68;88.25;3.133333;
83985;29/12/2002;1200;0;;22.6;;;;;;
83985;30/12/2002;0000;;28.6;;7.4;3.2;25.24;84.75;3.966667;
83985;30/12/2002;1200;0;;23;;;;;;
83985;31/12/2002;0000;;28;;7.3;3.4;24.64;83.75;3.766667;
83985;31/12/2002;1200;0;;23;;;;;;
83985;01/01/2003;0000;;27.2;;9.9;2.8;23.32;78.5;4.833333;
83985;01/01/2003;1200;0;;21;;;;;;
83985;02/01/2003;0000;;26;;9.7;4.2;22.76;74.25;4.366667;
83985;02/01/2003;1200;0.2;;19;;;;;;
83985;03/01/2003;0000;;26.4;;6.1;5.6;23.36;76.25;6.833333;
83985;03/01/2003;1200;0;;19.2;;;;;;
83985;04/01/2003;0000;;29.2;;10.4;5;24.24;81;3.166667;
83985;04/01/2003;1200;0;;21.8;;;;;;
83985;05/01/2003;0000;;30.4;;11.6;3.5;24.76;73.75;1.566667;
83985;05/01/2003;1200;0;;20;;;;;;
83985;06/01/2003;0000;;26;;12.6;6.1;22.44;69.75;3.033333;
83985;06/01/2003;1200;0;;20.8;;;;;;
83985;07/01/2003;0000;;26.4;;12.7;6.5;21.2;69.5;5.833333;
83985;07/01/2003;1200;0;;17.8;;;;;;
83985;08/01/2003;0000;;26.4;;12.6;5.5;21.78;77.75;6.8;
83985;08/01/2003;1200;0;;14.3;;;;;;
83985;09/01/2003;0000;;31.8;;10.6;6.4;25;75.25;3.6;
83985;09/01/2003;1200;0;;20.2;;;;;;
83985;10/01/2003;0000;;27.4;;3.6;5.6;23.68;80.25;2.8;
83985;10/01/2003;1200;0;;20.6;;;;;;
83985;11/01/2003;0000;;30;;8.6;3.2;23.48;80.75;5.3;
83985;11/01/2003;1200;0;;19.2;;;;;;
83985;12/01/2003;0000;;27;;11.7;5.5;22.88;69.5;3.833333;
83985;12/01/2003;1200;0;;20.2;;;;;;
83985;13/01/2003;0000;;28.2;;12.4;6;23.14;71;3.633333;
83985;13/01/2003;1200;0;;16.3;;;;;;
83985;14/01/2003;0000;;29.4;;12.1;5.8;24.84;75;5.266667;
83985;14/01/2003;1200;0;;18.4;;;;;;
83985;15/01/2003;0000;;29.6;;9.9;7.2;26.24;71;10.333333;
83985;15/01/2003;1200;0;;23;;;;;;
83985;16/01/2003;0000;;30.6;;7.8;7.4;26.04;77.25;5.666667;
83985;16/01/2003;1200;0;;22.4;;;;;;
83985;17/01/2003;0000;;30.6;;12.6;5;26.6;80;2.966667;
83985;17/01/2003;1200;0;;22.4;;;;;;
83985;18/01/2003;0000;;26.6;;11.4;6.2;22.44;69.5;6.666667;
83985;18/01/2003;1200;0;;20.4;;;;;;
83985;19/01/2003;0000;;27.4;;12.3;6;22.66;70.25;8;
83985;19/01/2003;1200;0;;13.9;;;;;;
83985;20/01/2003;0000;;29.2;;9.1;5.9;24.44;84.5;4.266667;
83985;20/01/2003;1200;18.4;;22.4;;;;;;
83985;21/01/2003;0000;;28.6;;9.4;3.6;23.72;81.25;3.266667;
83985;21/01/2003;1200;0;;18;;;;;;
83985;22/01/2003;0000;;29.6;;10.1;10.1;24.44;82;7.633333;
83985;22/01/2003;1200;0;;22.2;;;;;;
83985;23/01/2003;0000;;26.4;;6.8;6;22.4;67.5;6.666667;
83985;23/01/2003;1200;10.2;;21;;;;;;
83985;24/01/2003;0000;;25.4;;12.6;6.8;20.38;53;2.933333;
83985;24/01/2003;1200;0;;15.7;;;;;;
83985;25/01/2003;0000;;26.6;;12.6;7.8;21.66;67;4.8;
83985;25/01/2003;1200;0;;15.5;;;;;;
83985;26/01/2003;0000;;28.4;;9.1;7.2;23.68;78.75;4.466667;
83985;26/01/2003;1200;0;;18.4;;;;;;
83985;27/01/2003;0000;;28.8;;12.5;6.8;25.08;73.25;7.833333;
83985;27/01/2003;1200;0;;22;;;;;;
83985;28/01/2003;0000;;29.4;;11.8;6;23.88;77.25;4.166667;
83985;28/01/2003;1200;0;;19;;;;;;
83985;29/01/2003;0000;;29.6;;12.2;5;24.36;75.25;6.466667;
83985;29/01/2003;1200;0;;18;;;;;;
83985;30/01/2003;0000;;32.4;;12.4;6;26.24;72.5;5.333333;
83985;30/01/2003;1200;0;;19.6;;;;;;
83985;31/01/2003;0000;;36;;11.6;5.3;28.84;67;3.666667;
83985;31/01/2003;1200;0;;22;;;;;;
83985;01/02/2003;0000;;33.6;;7.3;9.2;27.86;76.5;2.733333;
83985;01/02/2003;1200;0;;23.3;;;;;;
83985;02/02/2003;0000;;32.8;;10.2;5;27.88;73;5.5;
83985;02/02/2003;1200;0;;22;;;;;;
83985;03/02/2003;0000;;35.4;;6.2;7.2;26.92;86.5;4.066667;
83985;03/02/2003;1200;0;;23;;;;;;
83985;04/02/2003;0000;;32.4;;5.7;3;25.28;86.5;6.266667;
83985;04/02/2003;1200;20.8;;22.2;;;;;;
83985;05/02/2003;0000;;31;;7.2;2.4;25.24;88.5;2.933333;
83985;05/02/2003;1200;52.2;;21.8;;;;;;
83985;06/02/2003;0000;;32.4;;8.7;2.2;26.92;83.25;3.133333;
83985;06/02/2003;1200;69.4;;23;;;;;;
83985;07/02/2003;0000;;31;;5.2;3.8;25.68;94.25;1.266667;
83985;07/02/2003;1200;0;;21.6;;;;;;
83985;08/02/2003;0000;;28.8;;6.2;2.2;25.7;84.75;3.133333;
83985;08/02/2003;1200;22;;23.5;;;;;;
83985;09/02/2003;0000;;25.4;;0;3.6;24.1;94.75;1.333333;
83985;09/02/2003;1200;0;;23.3;;;;;;
83985;10/02/2003;0000;;30.4;;10.8;0.6;25.52;81.75;4.633333;
83985;10/02/2003;1200;4.4;;21.4;;;;;;
83985;11/02/2003;0000;;28;;2.1;4.4;25.42;85.75;5.166667;
83985;11/02/2003;1200;0.6;;24.5;;;;;;
83985;12/02/2003;0000;;29.4;;10.5;3;25;70.75;4.533333;
83985;12/02/2003;1200;14.8;;22.6;;;;;;
83985;13/02/2003;0000;;27.2;;11.1;5.2;23.56;80;3.366667;
83985;13/02/2003;1200;1;;21;;;;;;
83985;14/02/2003;0000;;27.2;;11.3;4.6;23.28;80.25;3.133333;
83985;14/02/2003;1200;0;;19.6;;;;;;
83985;15/02/2003;0000;;30.4;;11.2;3.8;24.96;75.5;3;
83985;15/02/2003;1200;0;;19.8;;;;;;
83985;16/02/2003;0000;;25.2;;0.8;4.8;22.04;84;3.8;
83985;16/02/2003;1200;1.2;;21;;;;;;
83985;17/02/2003;0000;;29;;11.9;2.6;22.5;47.75;4.966667;
83985;17/02/2003;1200;0;;14.7;;;;;;
83985;18/02/2003;0000;;30;;12.2;8.2;23.32;62;3.866667;
83985;18/02/2003;1200;0;;17.6;;;;;;
83985;19/02/2003;0000;;25.6;;3.9;7.6;21.78;89.25;3.133333;
83985;19/02/2003;1200;0;;16.5;;;;;;
83985;20/02/2003;0000;;22;;8.6;2.4;19.24;70;4.633333;
83985;20/02/2003;1200;12.2;;17.6;;;;;;
83985;21/02/2003;0000;;24.4;;12;4.6;19.02;67;3;
83985;21/02/2003;1200;0;;14.7;;;;;;
83985;22/02/2003;0000;;24;;5.8;6.6;20.26;81.25;3.5;
83985;22/02/2003;1200;0;;14.3;;;;;;
83985;23/02/2003;0000;;24.4;;0;4.6;23.24;94.25;3;
83985;23/02/2003;1200;0;;21.6;;;;;;
83985;24/02/2003;0000;;28.8;;2.2;0.5;23.96;98.25;2.433333;
83985;24/02/2003;1200;16.4;;21.8;;;;;;
83985;25/02/2003;0000;;29.6;;11.7;1;24.36;81.25;2.466667;
83985;25/02/2003;1200;31.8;;20.2;;;;;;
83985;26/02/2003;0000;;30.6;;11.4;3.7;25.04;80;2.3;
83985;26/02/2003;1200;0;;19;;;;;;
83985;27/02/2003;0000;;32.8;;11.6;4.4;25.48;89;5.466667;
83985;27/02/2003;1200;0;;22.2;;;;;;
83985;28/02/2003;0000;;29.4;;7.7;3.4;25.2;85;2.833333;
83985;28/02/2003;1200;49;;21.8;;;;;;
83985;01/03/2003;0000;;27.2;;2.6;2.6;24.04;93.75;1.8;
83985;01/03/2003;1200;36.2;;21.4;;;;;;
83985;02/03/2003;0000;;27.4;;7.3;1.2;24.64;81.5;4.466667;
83985;02/03/2003;1200;1;;23;;;;;;
83985;03/03/2003;0000;;23.8;;0.3;3.2;21.8;96;1.633333;
83985;03/03/2003;1200;10.8;;20.8;;;;;;
83985;04/03/2003;0000;;28;;11.4;1;22.54;88.5;2.2;
83985;04/03/2003;1200;5.4;;17.1;;;;;;
83985;05/03/2003;0000;;28;;7.9;2.5;24.24;87.75;3.633333;
83985;05/03/2003;1200;0;;19.2;;;;;;
83985;06/03/2003;0000;;28;;1.3;3.1;25.56;92.25;2.8;
83985;06/03/2003;1200;0;;22.6;;;;;;
83985;07/03/2003;0000;;29.6;;2.1;1.7;26.34;92;2.566667;
83985;07/03/2003;1200;0;;24.9;;;;;;
83985;08/03/2003;0000;;29.4;;10.3;2.7;26.78;88.75;5.3;
83985;08/03/2003;1200;0;;24.7;;;;;;
83985;09/03/2003;0000;;29;;9.6;4.6;26.78;86.5;7.5;
83985;09/03/2003;1200;7.6;;24.7;;;;;;
83985;10/03/2003;0000;;30.4;;7.5;5.4;25.4;90;4.933333;
83985;10/03/2003;1200;0;;23;;;;;;
83985;11/03/2003;0000;;30.4;;7.9;3.2;25.8;90.75;2.133333;
83985;11/03/2003;1200;32;;22.8;;;;;;
83985;12/03/2003;0000;;25.4;;0.9;2.4;22.16;90;3.833333;
83985;12/03/2003;1200;0.6;;20.8;;;;;;
83985;13/03/2003;0000;;24;;6.3;2.6;19.66;86;3.866667;
83985;13/03/2003;1200;0;;16.5;;;;;;
83985;14/03/2003;0000;;25.8;;5.3;2;21.84;90.5;2.633333;
83985;14/03/2003;1200;3;;18;;;;;;
83985;15/03/2003;0000;;25;;0;2;22;91.75;0.933333;
83985;15/03/2003;1200;2.4;;19.6;;;;;;
83985;16/03/2003;0000;;25;;3.4;1.4;21.92;81.75;4.466667;
83985;16/03/2003;1200;0;;20.6;;;;;;
83985;17/03/2003;0000;;26;;11.1;2.1;19.74;75.5;1.866667;
83985;17/03/2003;1200;0.2;;14.3;;;;;;
83985;18/03/2003;0000;;30;;11.2;4.4;22.1;78.5;2.466667;
83985;18/03/2003;1200;0;;13.9;;;;;;
83985;19/03/2003;0000;;29;;9.4;3.5;22.86;88;1.6;
83985;19/03/2003;1200;0;;17.1;;;;;;
83985;20/03/2003;0000;;27;;1;3.7;21.44;85.25;5.233333;
83985;20/03/2003;1200;2.4;;18;;;;;;
83985;21/03/2003;0000;;22;;8.9;4;17.78;77;3.633333;
83985;21/03/2003;1200;21.8;;15.7;;;;;;
83985;22/03/2003;0000;;24;;10.5;4.2;18.5;83;2.133333;
83985;22/03/2003;1200;0;;13.7;;;;;;
83985;23/03/2003;0000;;23.8;;8.9;2.9;18.94;83.5;1.9;
83985;23/03/2003;1200;0;;14.3;;;;;;
83985;24/03/2003;0000;;22.6;;3.6;3.6;19.34;93.25;2.566667;
83985;24/03/2003;1200;0;;14.1;;;;;;
83985;25/03/2003;0000;;24.6;;9.1;3;20.82;82.25;2.533333;
83985;25/03/2003;1200;1;;16.5;;;;;;
83985;26/03/2003;0000;;25.6;;6.3;5.8;21.48;88.25;6.166667;
83985;26/03/2003;1200;0;;19;;;;;;
83985;27/03/2003;0000;;26.8;;9.3;4;22.76;81.75;6.333333;
83985;27/03/2003;1200;0;;20.4;;;;;;
83985;28/03/2003;0000;;28;;10.4;3.8;23.08;83.5;4.5;
83985;28/03/2003;1200;0;;18.8;;;;;;
83985;29/03/2003;0000;;31.8;;8.3;3.8;24.12;83;1.566667;
83985;29/03/2003;1200;0;;19;;;;;;
83985;30/03/2003;0000;;23.6;;0;3.2;21.96;96;1.233333;
83985;30/03/2003;1200;2;;21;;;;;;
83985;31/03/2003;0000;;21.2;;0;0.6;19;88.5;2.933333;
83985;31/03/2003;1200;17.4;;18;;;;;;
83985;01/04/2003;0000;;22.6;;10.3;2.5;18.3;81.25;2.6;
83985;01/04/2003;1200;0;;14.7;;;;;;
83985;02/04/2003;0000;;23.2;;9.5;3;17.62;85.25;3.1;
83985;02/04/2003;1200;0;;13.7;;;;;;
83985;03/04/2003;0000;;21.8;;0.2;2.9;17.86;89.75;3.166667;
83985;03/04/2003;1200;0;;14.7;;;;;;
83985;04/04/2003;0000;;20.4;;0;2.4;18.66;97.75;2.433333;
83985;04/04/2003;1200;19;;17.1;;;;;;
83985;05/04/2003;0000;;22.2;;5.1;0.6;18.72;91;2.133333;
83985;05/04/2003;1200;24.8;;17.6;;;;;;
83985;06/04/2003;0000;;23;;10.4;2.6;17.94;84;1.766667;
83985;06/04/2003;1200;6.6;;15.1;;;;;;
83985;07/04/2003;0000;;24.2;;9.8;2.2;18.18;83.5;1.566667;
83985;07/04/2003;1200;0;;12.7;;;;;;
83985;08/04/2003;0000;;25.6;;10.5;2.6;18.54;84.75;1.1;
83985;08/04/2003;1200;0;;13.5;;;;;;
83985;09/04/2003;0000;;26.2;;10.1;3.2;19.98;77.75;1.966667;
83985;09/04/2003;1200;0;;14.5;;;;;;
83985;10/04/2003;0000;;20.6;;10.3;4;15.82;58.5;2.433333;
83985;10/04/2003;1200;1.4;;13.1;;;;;;
83985;11/04/2003;0000;;18;;8;6.6;14.14;64.75;10;
83985;11/04/2003;1200;0;;11.7;;;;;;
83985;12/04/2003;0000;;19.6;;10.2;5.3;14.18;83;3.833333;
83985;12/04/2003;1200;0;;11.1;;;;;;
83985;13/04/2003;0000;;21;;10.3;4;15.18;85.75;1.1;
83985;13/04/2003;1200;0;;10.9;;;;;;
83985;14/04/2003;0000;;23;;10.2;2.1;16.38;89.75;0.933333;
83985;14/04/2003;1200;0;;9.5;;;;;;
83985;15/04/2003;0000;;26.6;;10;1.8;18.26;80.25;0.7;
83985;15/04/2003;1200;0;;11.3;;;;;;
83985;16/04/2003;0000;;26.2;;10.5;3.2;18.42;77.25;0.933333;
83985;16/04/2003;1200;0;;12.1;;;;;;
83985;17/04/2003;0000;;24.4;;7.1;2.9;19.38;91.25;3.4;
83985;17/04/2003;1200;0;;14.3;;;;;;
83985;18/04/2003;0000;;24.2;;0;2.5;20.8;93;3.833333;
83985;18/04/2003;1200;0;;19.4;;;;;;
83985;19/04/2003;0000;;20.2;;4.9;2.3;16.98;77.5;4.266667;
83985;19/04/2003;1200;7.4;;15.5;;;;;;
83985;20/04/2003;0000;;21.6;;10.8;2.7;15.42;72;2.3;
83985;20/04/2003;1200;0;;11.1;;;;;;
83985;21/04/2003;0000;;24.2;;10.7;3;17.18;85;3.5;
83985;21/04/2003;1200;0;;10.1;;;;;;
83985;22/04/2003;0000;;26;;9.1;3.6;19.94;90;2.466667;
83985;22/04/2003;1200;0;;15.9;;;;;;
83985;23/04/2003;0000;;22.8;;0;1.7;19.46;96.25;1.8;
83985;23/04/2003;1200;0;;15.5;;;;;;
83985;24/04/2003;0000;;22.6;;0;0.7;20.72;96.5;1.1;
83985;24/04/2003;1200;0;;19.6;;;;;;
83985;25/04/2003;0000;;22.8;;0.7;0.4;20.04;91.75;2.966667;
83985;25/04/2003;1200;8.6;;17.6;;;;;;
83985;26/04/2003;0000;;20;;0;1.5;17.9;94;2.433333;
83985;26/04/2003;1200;9.8;;16.3;;;;;;
83985;27/04/2003;0000;;18.8;;0;0.5;18.2;98.75;1.8;
83985;27/04/2003;1200;45;;17.4;;;;;;
83985;28/04/2003;0000;;21.2;;1.8;0.4;18.64;93.25;2.866667;
83985;28/04/2003;1200;20.4;;17.4;;;;;;
83985;29/04/2003;0000;;18.8;;0;1;17.98;94.5;3.8;
83985;29/04/2003;1200;0;;17.1;;;;;;
83985;30/04/2003;0000;;22;;0;0.8;19.96;95.25;2.733333;
83985;30/04/2003;1200;7.4;;17.6;;;;;;
83985;01/05/2003;0000;;21;;7.3;1;16.82;82;6.166667;
83985;01/05/2003;1200;4.6;;14.9;;;;;;
83985;02/05/2003;0000;;19.8;;10.1;3.2;14.66;75.75;5.1;
83985;02/05/2003;1200;0.2;;11.5;;;;;;
83985;03/05/2003;0000;;18.4;;10.2;4.1;13.14;88.5;2.7;
83985;03/05/2003;1200;0;;9.9;;;;;;
83985;04/05/2003;0000;;19.8;;5;2.2;13.98;94.25;1.5;
83985;04/05/2003;1200;0;;8.1;;;;;;
83985;05/05/2003;0000;;18.2;;2.3;1.3;14.3;98.25;2.033333;
83985;05/05/2003;1200;0;;12.7;;;;;;
83985;06/05/2003;0000;;16.2;;2.8;0.9;12.54;84.25;5.666667;
83985;06/05/2003;1200;9;;10.3;;;;;;
83985;07/05/2003;0000;;18.6;;3.3;2.6;15.14;82;11.166667;
83985;07/05/2003;1200;0;;11.5;;;;;;
83985;08/05/2003;0000;;19.4;;7.8;3.9;14.5;89.5;2.933333;
83985;08/05/2003;1200;0;;12.5;;;;;;
83985;09/05/2003;0000;;20.6;;10;2.4;14.02;90.25;1.966667;
83985;09/05/2003;1200;0;;8.7;;;;;;
83985;10/05/2003;0000;;22.4;;7.4;1.6;16.74;90.75;3.5;
83985;10/05/2003;1200;0;;13.7;;;;;;
83985;11/05/2003;0000;;23;;9.9;1.7;15.54;92.5;0.7;
83985;11/05/2003;1200;0;;10.5;;;;;;
83985;12/05/2003;0000;;18.6;;3.3;1.5;14.98;94.25;0.933333;
83985;12/05/2003;1200;0;;10.9;;;;;;
83985;13/05/2003;0000;;20.6;;3.2;0.4;16.74;93.5;1.833333;
83985;13/05/2003;1200;0;;14.1;;;;;;
83985;14/05/2003;0000;;24.6;;7.4;1;19.66;88.75;5.633333;
83985;14/05/2003;1200;0;;16.5;;;;;;
83985;15/05/2003;0000;;27;;5.3;2.2;20.3;88.75;1.433333;
83985;15/05/2003;1200;0;;16.1;;;;;;
83985;16/05/2003;0000;;28.4;;6.3;2.4;20.74;87;1.8;
83985;16/05/2003;1200;0;;16.1;;;;;;
83985;17/05/2003;0000;;29;;4.6;1.9;21.16;89;4.1;
83985;17/05/2003;1200;0;;18;;;;;;
83985;18/05/2003;0000;;20.4;;0;1.9;18.48;95.75;3.166667;
83985;18/05/2003;1200;18.2;;18;;;;;;
83985;19/05/2003;0000;;19.6;;0;0.6;18.88;97;6.166667;
83985;19/05/2003;1200;5.6;;17.4;;;;;;
83985;20/05/2003;0000;;23.2;;2;1.4;20.36;82;6.3;
83985;20/05/2003;1200;3;;18.8;;;;;;
83985;21/05/2003;0000;;21;;1.4;2.6;18.5;96.25;4.433333;
83985;21/05/2003;1200;0;;17.1;;;;;;
83985;22/05/2003;0000;;19.8;;0;1;18.4;95.75;3.333333;
83985;22/05/2003;1200;0;;17.6;;;;;;
83985;23/05/2003;0000;;18.6;;8.1;1;15.58;71.75;8.833333;
83985;23/05/2003;1200;20;;14.7;;;;;;
83985;24/05/2003;0000;;14.6;;3.9;4.2;13.3;68.25;13.166667;
83985;24/05/2003;1200;0;;11.7;;;;;;
83985;25/05/2003;0000;;16.8;;5.8;4.5;12.94;76.5;8.933333;
83985;25/05/2003;1200;0;;9.9;;;;;;
83985;26/05/2003;0000;;20;;9.9;2.5;13.22;70.75;5.1;
83985;26/05/2003;1200;0;;7.7;;;;;;
83985;27/05/2003;0000;;18.4;;10;3.1;12.22;67;2.9;
83985;27/05/2003;1200;0;;8.9;;;;;;
83985;28/05/2003;0000;;18.4;;9.9;4.6;11.78;83.75;3;
83985;28/05/2003;1200;0;;9.3;;;;;;
83985;29/05/2003;0000;;21.4;;4.5;2.4;14.06;81.25;1.066667;
83985;29/05/2003;1200;0;;7.7;;;;;;
83985;30/05/2003;0000;;26.6;;7.2;2.8;18.54;74.5;1.266667;
83985;30/05/2003;1200;0;;13.1;;;;;;
83985;31/05/2003;0000;;24.4;;7.2;2.8;16.66;84;1.7;
83985;31/05/2003;1200;0;;11.5;;;;;;
83985;01/06/2003;0000;;23;;4.6;2.2;17.62;92.25;1.7;
83985;01/06/2003;1200;3.4;;14.1;;;;;;
83985;02/06/2003;0000;;22.6;;0;1.1;17.86;92.5;4.133333;
83985;02/06/2003;1200;5.4;;15.1;;;;;;
83985;03/06/2003;0000;;16.6;;0.4;2.5;14.34;81.75;5.133333;
83985;03/06/2003;1200;51.6;;13.5;;;;;;
83985;04/06/2003;0000;;17.8;;6.2;2.5;13.1;90.25;2.3;
83985;04/06/2003;1200;0.4;;10.1;;;;;;
83985;05/06/2003;0000;;19.6;;0.5;1.9;15.58;94.25;2.366667;
83985;05/06/2003;1200;0;;12.1;;;;;;
83985;06/06/2003;0000;;18.8;;8.6;1;13.78;86.25;3.166667;
83985;06/06/2003;1200;0;;11.9;;;;;;
83985;07/06/2003;0000;;14.6;;8.1;3.1;10.14;78.25;3.5;
83985;07/06/2003;1200;0;;7.9;;;;;;
83985;08/06/2003;0000;;13;;9.1;2.5;8.36;79;2.166667;
83985;08/06/2003;1200;0;;4.4;;;;;;
83985;09/06/2003;0000;;16;;0;2;12.16;93.25;2.733333;
83985;09/06/2003;1200;0;;5.2;;;;;;
83985;10/06/2003;0000;;15.4;;0;0.6;14.1;100;2.8;
83985;10/06/2003;1200;3;;13.1;;;;;;
83985;11/06/2003;0000;;17;;3.3;0.2;13.62;88.25;4.466667;
83985;11/06/2003;1200;102;;12.1;;;;;;
