Estacao;Data;Hora;Precipitacao;TempMaxima;TempMinima;Insolacao;Evaporacao Piche;Temp Comp Media;Umidade Relativa Media;Velocidade do Vento Media;
83985;15/03/1964;1200;0;;12.4;;;;;;
83985;16/03/1964;0000;;23.2;;;2.5;16.7;78.25;5.333333;
83985;16/03/1964;1200;0;;12.4;;;;;;
83985;17/03/1964;0000;;23.1;;;3.6;16.6;84.5;1.333333;
83985;17/03/1964;1200;0;;9.6;;;;;;
83985;18/03/1964;0000;;24.4;;;3.9;19.1;76.5;2;
83985;18/03/1964;1200;0;;14.8;;;;;;
83985;19/03/1964;0000;;30.2;;;3;22.9;78.25;1.333333;
83985;19/03/1964;1200;0;;15.8;;;;;;
83985;20/03/1964;0000;;28.6;;;3.6;22.82;86.5;4.666667;
83985;20/03/1964;1200;0;;18.4;;;;;;
83985;21/03/1964;0000;;31.4;;;4;25.48;60.5;6.666667;
83985;21/03/1964;1200;0;;18.8;;;;;;
83985;22/03/1964;0000;;28.4;;;0.6;21.2;79.5;4.666667;
83985;22/03/1964;1200;0;;16.8;;;;;;
83985;23/03/1964;0000;;26.9;;;1;21.36;78;4;
83985;23/03/1964;1200;0;;17.6;;;;;;
83985;24/03/1964;0000;;26.9;;;2.2;20.34;86.75;2;
83985;24/03/1964;1200;0;;16.1;;;;;;
83985;25/03/1964;0000;;26.4;;;1.6;20.3;81;2.666667;
83985;25/03/1964;1200;0;;13.8;;;;;;
83985;26/03/1964;0000;;26.7;;;3;21.56;80.25;0.666667;
83985;26/03/1964;1200;0;;16.8;;;;;;
83985;27/03/1964;0000;;32.1;;;7.8;23.12;87.25;1.333333;
83985;27/03/1964;1200;0;;18.8;;;;;;
83985;28/03/1964;0000;;23.1;;;3.2;18.92;76.75;2;
83985;28/03/1964;1200;28.8;;15.3;;;;;;
83985;29/03/1964;0000;;19.3;;;4;14.52;74;8;
83985;29/03/1964;1200;0;;10.8;;;;;;
83985;30/03/1964;0000;;20.4;;;7.8;12.98;77.75;1.333333;
83985;30/03/1964;1200;0;;5.4;;;;;;
83985;31/03/1964;0000;;21;;;1.4;14.38;66.75;4;
83985;31/03/1964;1200;0;;5.6;;;;;;
83985;01/04/1964;0000;;22.2;;;3.6;15.66;71.75;2.666667;
83985;01/04/1964;1200;0;;6.8;;;;;;
83985;02/04/1964;0000;;24.6;;;2.5;17.14;71.25;1.333333;
83985;02/04/1964;1200;0;;8.2;;;;;;
83985;03/04/1964;0000;;27.2;;;3.5;19.86;76;0.666667;
83985;03/04/1964;1200;0;;10.8;;;;;;
83985;04/04/1964;0000;;25.2;;;2.7;18.2;88.75;0.666667;
83985;04/04/1964;1200;0;;10.8;;;;;;
83985;05/04/1964;0000;;26.5;;;1.5;21.48;77;4;
83985;05/04/1964;1200;0;;16.2;;;;;;
83985;06/04/1964;0000;;25.8;;;3.2;22.02;88.75;2.666667;
83985;06/04/1964;1200;0.6;;19.6;;;;;;
83985;07/04/1964;0000;;25.1;;;1.5;19.52;75.75;0;
83985;07/04/1964;1200;0;;14.6;;;;;;
83985;08/04/1964;0000;;26.6;;;2.2;21.42;85.5;1.333333;
83985;08/04/1964;1200;0;;13.8;;;;;;
83985;09/04/1964;0000;;25.6;;;1.5;22.46;88.5;0.666667;
83985;09/04/1964;1200;0;;18.8;;;;;;
83985;10/04/1964;0000;;23.4;;;1.9;21.16;88;5.333333;
83985;10/04/1964;1200;0.1;;18.2;;;;;;
83985;11/04/1964;0000;;25.6;;;3.5;21.74;69.75;6;
83985;11/04/1964;1200;0;;15.2;;;;;;
83985;12/04/1964;0000;;23.6;;;4.5;20.12;91.25;4;
83985;12/04/1964;1200;0.1;;17.8;;;;;;
83985;13/04/1964;0000;;23.8;;;0.3;17.58;76;3.333333;
83985;13/04/1964;1200;34.6;;14.2;;;;;;
83985;14/04/1964;0000;;23.6;;;3.4;17.06;75.5;0.666667;
83985;14/04/1964;1200;0;;9.4;;;;;;
83985;15/04/1964;0000;;20.2;;;2.7;16.86;95.25;3.333333;
83985;15/04/1964;1200;0;;13.6;;;;;;
83985;16/04/1964;0000;;25.2;;;1;20.02;82;1.333333;
83985;16/04/1964;1200;10;;14.8;;;;;;
83985;17/04/1964;0000;;21.8;;;2.2;17.94;81.75;2.666667;
83985;17/04/1964;1200;2.2;;15.6;;;;;;
83985;18/04/1964;0000;;23.2;;;3.2;17.04;72.5;0.666667;
83985;18/04/1964;1200;0;;7.8;;;;;;
83985;19/04/1964;0000;;23.6;;;1.1;17.3;82.25;0;
83985;19/04/1964;1200;0;;9.4;;;;;;
83985;20/04/1964;0000;;24.9;;;1.9;19.18;89.75;0.666667;
83985;20/04/1964;1200;0;;10.9;;;;;;
83985;21/04/1964;0000;;24.9;;;2.1;21.74;88.75;0.666667;
83985;21/04/1964;1200;0;;19.2;;;;;;
83985;22/04/1964;0000;;27.1;;;1.1;22.84;84.25;0.666667;
83985;22/04/1964;1200;4.8;;20.2;;;;;;
83985;23/04/1964;0000;;25.4;;;1.8;20.52;68.25;3.333333;
83985;23/04/1964;1200;14.8;;11.8;;;;;;
83985;24/04/1964;0000;;21.8;;;3.5;15.86;83;3.333333;
83985;24/04/1964;1200;0;;13;;;;;;
83985;25/04/1964;0000;;19.9;;;3.1;14.6;79;1.333333;
83985;25/04/1964;1200;0;;8.2;;;;;;
83985;26/04/1964;0000;;20.1;;;3;14.68;79.75;0.666667;
83985;26/04/1964;1200;0;;6.3;;;;;;
83985;27/04/1964;0000;;18.9;;;0.3;14.6;84.25;2;
83985;27/04/1964;1200;0;;10.2;;;;;;
83985;28/04/1964;0000;;19.6;;;2.9;14.52;87;0.666667;
83985;28/04/1964;1200;0;;8.2;;;;;;
83985;29/04/1964;0000;;21.4;;;1.5;16.76;85;0;
83985;29/04/1964;1200;0;;7.3;;;;;;
83985;30/04/1964;0000;;21.8;;;1;19.38;91;1.333333;
83985;30/04/1964;1200;1.9;;16.2;;;;;;
83985;01/05/1964;0000;;20.1;;;1;16.92;92;2.666667;
83985;01/05/1964;1200;0;;15;;;;;;
83985;02/05/1964;0000;;20.1;;;1.2;16.44;81;2;
83985;02/05/1964;1200;16.9;;12.1;;;;;;
83985;03/05/1964;0000;;20.2;;;2;14.8;82.5;1.333333;
83985;03/05/1964;1200;5.4;;8.9;;;;;;
83985;04/05/1964;0000;;22.6;;;1.3;15.9;75.75;1.333333;
83985;04/05/1964;1200;0;;8.8;;;;;;
83985;05/05/1964;0000;;22.8;;;1.7;15.34;88.5;0;
83985;05/05/1964;1200;0;;8.4;;;;;;
83985;06/05/1964;0000;;21.4;;;1.3;15.06;99;0.666667;
83985;06/05/1964;1200;0;;10.8;;;;;;
83985;07/05/1964;0000;;24.8;;;1.6;17.74;77.75;2;
83985;07/05/1964;1200;0;;11.8;;;;;;
83985;08/05/1964;0000;;19.8;;;2.6;12.44;86.75;0;
83985;08/05/1964;1200;0;;10.2;;;;;;
83985;09/05/1964;0000;;21.2;;;1.1;14.98;89.25;0.666667;
83985;09/05/1964;1200;0;;10.2;;;;;;
83985;10/05/1964;0000;;29.8;;;2.1;18.96;75;2.666667;
83985;10/05/1964;1200;0;;9.2;;;;;;
83985;11/05/1964;0000;;19.2;;;2.5;15.42;95;1.333333;
83985;11/05/1964;1200;0;;6.8;;;;;;
83985;12/05/1964;0000;;20.2;;;1.3;16.56;77;2;
83985;12/05/1964;1200;5.4;;13.4;;;;;;
83985;13/05/1964;0000;;18.8;;;2.1;12.18;78.75;1.333333;
83985;13/05/1964;1200;0;;7.2;;;;;;
83985;14/05/1964;0000;;20.6;;;2.1;14.7;78.25;1.333333;
83985;14/05/1964;1200;0;;5.6;;;;;;
83985;15/05/1964;0000;;22.2;;;1.7;15.72;82.75;0.666667;
83985;15/05/1964;1200;0;;8.2;;;;;;
83985;16/05/1964;0000;;23.2;;;2;17.22;90.75;0.666667;
83985;16/05/1964;1200;0;;11.2;;;;;;
83985;17/05/1964;0000;;25.8;;;1.2;17.68;82;0;
83985;17/05/1964;1200;0;;10.2;;;;;;
83985;18/05/1964;0000;;21;;;1.8;16.68;76.25;0;
83985;18/05/1964;1200;0;;10.7;;;;;;
83985;19/05/1964;0000;;18.5;;;1.8;15.92;87.25;0;
83985;19/05/1964;1200;0;;11.8;;;;;;
83985;20/05/1964;0000;;24.9;;;1.3;19.46;76.5;1.333333;
83985;20/05/1964;1200;0;;14.9;;;;;;
83985;21/05/1964;0000;;25.9;;;2.5;17.44;71.75;0;
83985;21/05/1964;1200;0;;9.9;;;;;;
83985;22/05/1964;0000;;23.2;;;2.3;17.2;93.5;1.333333;
83985;22/05/1964;1200;0;;13.8;;;;;;
83985;23/05/1964;0000;;24.8;;;1.7;17.8;87.25;0;
83985;23/05/1964;1200;0;;13.6;;;;;;
83985;24/05/1964;0000;;26.8;;;1.3;18.82;80.5;0.666667;
83985;24/05/1964;1200;0;;12.2;;;;;;
83985;25/05/1964;0000;;27.8;;;1.8;20.1;88.25;1.333333;
83985;25/05/1964;1200;0;;13.8;;;;;;
83985;26/05/1964;0000;;21.8;;;1.7;17.34;92.25;0.666667;
83985;26/05/1964;1200;0;;12.8;;;;;;
83985;27/05/1964;0000;;18.7;;;1.5;16.16;92.25;1.333333;
83985;27/05/1964;1200;0;;14.2;;;;;;
83985;28/05/1964;0000;;15.8;;;1.1;11.54;75;2;
83985;28/05/1964;1200;0;;6.6;;;;;;
83985;29/05/1964;0000;;17.2;;;2;11.38;83.75;0;
83985;29/05/1964;1200;0;;5.2;;;;;;
83985;30/05/1964;0000;;19.8;;;1.9;12.18;92.5;2.666667;
83985;30/05/1964;1200;0;;4.8;;;;;;
83985;31/05/1964;0000;;22.1;;;3;14.2;78;2;
83985;31/05/1964;1200;0;;7.8;;;;;;
83985;01/06/1964;0000;;23;;;0.5;14.64;74.25;1.333333;
83985;01/06/1964;1200;0;;6.1;;;;;;
83985;02/06/1964;0000;;24.2;;;2.5;14.2;65;0.666667;
83985;02/06/1964;1200;0;;5.7;;;;;;
83985;03/06/1964;0000;;25.1;;;3;16.54;82.25;2;
83985;03/06/1964;1200;0;;8.3;;;;;;
83985;04/06/1964;0000;;20.3;;;3;14.6;86.75;2.666667;
83985;04/06/1964;1200;0;;8.2;;;;;;
83985;05/06/1964;0000;;15.8;;;1.4;11;82.5;6.666667;
83985;05/06/1964;1200;6.8;;9;;;;;;
83985;06/06/1964;0000;;19.6;;;3;10.18;77.5;0;
83985;06/06/1964;1200;0;;4.7;;;;;;
83985;07/06/1964;0000;;19.8;;;1.7;10.62;83;0;
83985;07/06/1964;1200;0;;1.4;;;;;;
83985;08/06/1964;0000;;22.6;;;2.5;13.62;82.5;2.666667;
83985;08/06/1964;1200;0;;4.8;;;;;;
83985;09/06/1964;0000;;17.6;;;1.8;13.98;91.5;0;
83985;09/06/1964;1200;0;;8.8;;;;;;
83985;10/06/1964;0000;;17.6;;;0.5;14.1;80.75;2.666667;
83985;10/06/1964;1200;2.6;;10.8;;;;;;
83985;11/06/1964;0000;;17.8;;;1.8;12.34;88.25;0;
83985;11/06/1964;1200;0;;8.6;;;;;;
83985;12/06/1964;0000;;12.6;;;0.2;9.58;84.25;0.666667;
83985;12/06/1964;1200;0;;5.4;;;;;;
83985;13/06/1964;0000;;11.2;;;1;7.5;82.5;0;
83985;13/06/1964;1200;0;;2.2;;;;;;
83985;14/06/1964;0000;;17.8;;;1.2;12.58;69.75;0.666667;
83985;14/06/1964;1200;0;;4.8;;;;;;
83985;15/06/1964;0000;;17;;;1.8;9.72;81.25;1.333333;
83985;15/06/1964;1200;0;;-1.2;;;;;;
83985;16/06/1964;0000;;14.8;;;1;9.58;83.75;7.333333;
83985;16/06/1964;1200;0;;4.9;;;;;;
83985;17/06/1964;0000;;13.2;;;2;8.74;80.5;4;
83985;17/06/1964;1200;0;;3.8;;;;;;
83985;18/06/1964;0000;;14.8;;;1.1;5.02;65.5;0.666667;
83985;18/06/1964;1200;0;;-2.8;;;;;;
83985;19/06/1964;0000;;15.2;;;2.1;7.58;79.75;0.666667;
83985;19/06/1964;1200;0;;0.3;;;;;;
83985;20/06/1964;0000;;18.7;;;2.1;10.8;76.25;1.333333;
83985;20/06/1964;1200;0;;0.8;;;;;;
83985;21/06/1964;0000;;13.9;;;2.4;7.84;75;1.533333;
83985;21/06/1964;1200;0;;0.3;;;;;;
83985;22/06/1964;0000;;18.8;;;1.4;14.42;89.5;0;
83985;22/06/1964;1200;0;;10.6;;;;;;
83985;23/06/1964;0000;;14.8;;;0.3;8.64;89;4.666667;
83985;23/06/1964;1200;15;;1.8;;;;;;
83985;24/06/1964;0000;;11.2;;;0.5;4.24;93.5;1.333333;
83985;24/06/1964;1200;13;;0.8;;;;;;
83985;25/06/1964;0000;;16.6;;;2;8.1;66.75;1.333333;
83985;25/06/1964;1200;0;;0.2;;;;;;
83985;26/06/1964;0000;;11.8;;;2.4;6.64;89.25;2;
83985;26/06/1964;1200;0;;0.8;;;;;;
83985;27/06/1964;0000;;14.2;;;1.7;5.78;86;0.666667;
83985;27/06/1964;1200;0;;-2.2;;;;;;
83985;28/06/1964;0000;;14;;;1.6;7.66;74.5;2;
83985;28/06/1964;1200;0;;0.8;;;;;;
83985;29/06/1964;0000;;15.2;;;1.4;8.7;84;1.333333;
83985;29/06/1964;1200;0;;3.8;;;;;;
83985;30/06/1964;0000;;15;;;2;6.14;81.75;2.666667;
83985;30/06/1964;1200;0;;1.6;;;;;;
83985;01/08/1964;0000;;19.6;;;0;15.62;88.75;2;
83985;01/08/1964;1200;;;8.2;;;;;;
83985;02/08/1964;0000;;16.8;;;0.6;9.86;73.5;2;
83985;02/08/1964;1200;25.5;;4.8;;;;;;
83985;03/08/1964;0000;;14.8;;;1.2;9.26;67.5;3.333333;
83985;03/08/1964;1200;29.8;;3.8;;;;;;
83985;04/08/1964;0000;;18.4;;;1.4;9.78;85;0.666667;
83985;04/08/1964;1200;0;;2.4;;;;;;
83985;05/08/1964;0000;;16.8;;;1.4;11.26;87.5;0;
83985;05/08/1964;1200;0;;4.6;;;;;;
83985;06/08/1964;0000;;22.1;;;2.2;14.92;74.5;2;
83985;06/08/1964;1200;0;;8.4;;;;;;
83985;07/08/1964;0000;;24;;;1.9;16.96;79.75;2.666667;
83985;07/08/1964;1200;0;;12.1;;;;;;
83985;08/08/1964;0000;;23.8;;;4.8;14.8;61.5;5.333333;
83985;08/08/1964;1200;0;;9;;;;;;
83985;09/08/1964;0000;;14.8;;;4.3;8.64;64;3.333333;
83985;09/08/1964;1200;0;;2.3;;;;;;
83985;10/08/1964;0000;;15.6;;;1.2;8.5;73;1.333333;
83985;10/08/1964;1200;0;;0.4;;;;;;
83985;11/08/1964;0000;;18.8;;;0.6;13.14;90.25;1.333333;
83985;11/08/1964;1200;0;;8.2;;;;;;
83985;12/08/1964;0000;;18.6;;;1.4;15.22;90.5;3.333333;
83985;12/08/1964;1200;0;;13.2;;;;;;
83985;13/08/1964;0000;;21.8;;;1.1;16.9;85;4.666667;
83985;13/08/1964;1200;0;;13.6;;;;;;
83985;14/08/1964;0000;;27.6;;;1.2;17.98;85.75;3.333333;
83985;14/08/1964;1200;0;;12.4;;;;;;
83985;15/08/1964;0000;;18.5;;;4.4;11.76;84.5;0.666667;
83985;15/08/1964;1200;25.2;;5.8;;;;;;
83985;16/08/1964;0000;;18.8;;;0.5;14.86;92.25;2;
83985;16/08/1964;1200;0;;11.6;;;;;;
83985;17/08/1964;0000;;23;;;1.8;17.12;78;2;
83985;17/08/1964;1200;0;;10.4;;;;;;
83985;18/08/1964;0000;;20.1;;;1;15;92.25;2;
83985;18/08/1964;1200;12.9;;12.2;;;;;;
83985;19/08/1964;0000;;19.9;;;0.7;12.48;85.5;0.666667;
83985;19/08/1964;1200;3;;5.6;;;;;;
83985;20/08/1964;0000;;14.5;;;3.5;6.94;71.25;1.333333;
83985;20/08/1964;1200;0;;0.9;;;;;;
83985;21/08/1964;0000;;16.2;;;3.5;10.88;87.5;0;
83985;21/08/1964;1200;0;;2.5;;;;;;
83985;22/08/1964;0000;;15.2;;;1.3;10.16;82;1.333333;
83985;22/08/1964;1200;0;;7;;;;;;
83985;23/08/1964;0000;;15;;;1.8;9.92;81.5;4;
83985;23/08/1964;1200;0;;0.1;;;;;;
83985;24/08/1964;0000;;16.6;;;4;14.18;84.25;0.666667;
83985;24/08/1964;1200;6.4;;11.6;;;;;;
83985;25/08/1964;0000;;16.8;;;0.4;14.3;93.5;0.666667;
83985;25/08/1964;1200;0;;12.2;;;;;;
83985;26/08/1964;0000;;16.8;;;0.2;11.46;91.5;2.666667;
83985;26/08/1964;1200;0;;4.8;;;;;;
83985;27/08/1964;0000;;22.4;;;2.7;15.34;67.75;0.666667;
83985;27/08/1964;1200;0;;5.2;;;;;;
83985;28/08/1964;0000;;20.2;;;1;16.82;94.25;2.666667;
83985;28/08/1964;1200;0;;14.2;;;;;;
83985;29/08/1964;0000;;21.6;;;2;14.94;80.25;5.333333;
83985;29/08/1964;1200;14.2;;10.4;;;;;;
83985;30/08/1964;0000;;15.4;;;1.1;11.14;79;1.333333;
83985;30/08/1964;1200;2.5;;7.8;;;;;;
83985;31/08/1964;0000;;17.3;;;1.9;14.96;94;0.666667;
83985;31/08/1964;1200;20.3;;10.3;;;;;;
83985;01/09/1964;0000;;19.2;;;1;13.14;73.25;5.8;
83985;01/09/1964;1200;20.6;;10.9;;;;;;
83985;02/09/1964;0000;;11.8;;;3.6;6.4;81.25;1.333333;
83985;02/09/1964;1200;0;;3.2;;;;;;
83985;03/09/1964;0000;;14.8;;;2.8;7.2;76.5;1.333333;
83985;03/09/1964;1200;0;;0.3;;;;;;
83985;04/09/1964;0000;;15.9;;;2.4;9.74;76.5;1.333333;
83985;04/09/1964;1200;0;;0.7;;;;;;
83985;05/09/1964;0000;;18.6;;;2.7;12.2;89.75;0;
83985;05/09/1964;1200;0;;4.5;;;;;;
83985;06/09/1964;0000;;19.6;;;0.9;13.46;83;0.666667;
83985;06/09/1964;1200;0;;9.6;;;;;;
83985;07/09/1964;0000;;18.2;;;1;14.88;88.25;0;
83985;07/09/1964;1200;0;;12.7;;;;;;
83985;08/09/1964;0000;;19.6;;;0.6;14.86;96.5;0;
83985;08/09/1964;1200;0;;11.4;;;;;;
83985;09/09/1964;0000;;16.6;;;1.3;14.92;95.25;0.666667;
83985;09/09/1964;1200;0;;14;;;;;;
83985;10/09/1964;0000;;14.8;;;1.7;9.34;77;4.666667;
83985;10/09/1964;1200;0.2;;5.8;;;;;;
83985;11/09/1964;0000;;14.2;;;1.8;7.48;74.25;4;
83985;11/09/1964;1200;0;;2.6;;;;;;
83985;12/09/1964;0000;;15.4;;;0.4;9.46;64.25;1.333333;
83985;12/09/1964;1200;0;;1.4;;;;;;
83985;13/09/1964;0000;;19.2;;;2;11.18;85.75;2;
83985;13/09/1964;1200;0;;2.8;;;;;;
83985;14/09/1964;0000;;22.4;;;3.5;15.06;82.5;1.333333;
83985;14/09/1964;1200;0;;9;;;;;;
83985;15/09/1964;0000;;20.9;;;2.2;17.78;89.5;0.666667;
83985;15/09/1964;1200;10.2;;13;;;;;;
83985;16/09/1964;0000;;28.2;;;1.3;17.88;88;2;
83985;16/09/1964;1200;5.6;;14;;;;;;
83985;17/09/1964;0000;;19.8;;;5.5;16.08;85.75;3.333333;
83985;17/09/1964;1200;1.4;;13.7;;;;;;
83985;18/09/1964;0000;;19.8;;;0.6;17.32;93.25;0.666667;
83985;18/09/1964;1200;0;;13.7;;;;;;
83985;19/09/1964;0000;;19.9;;;1.7;17.16;92.25;0.666667;
83985;19/09/1964;1200;22.1;;14.2;;;;;;
83985;20/09/1964;0000;;23.2;;;1.3;19.02;90;2;
83985;20/09/1964;1200;0;;15.8;;;;;;
83985;21/09/1964;0000;;19.2;;;2.7;16.54;94.5;2.666667;
83985;21/09/1964;1200;0;;15.2;;;;;;
83985;22/09/1964;0000;;17.8;;;1.2;15.56;85;2;
83985;22/09/1964;1200;0;;13.8;;;;;;
83985;23/09/1964;0000;;21.2;;;1.2;17.36;91.75;1.333333;
83985;23/09/1964;1200;0;;13.8;;;;;;
83985;24/09/1964;0000;;19.6;;;1.5;16.06;86.75;3.333333;
83985;24/09/1964;1200;0;;10.8;;;;;;
83985;25/09/1964;0000;;20.2;;;1.5;18.1;87.25;0.666667;
83985;25/09/1964;1200;0;;15.2;;;;;;
83985;26/09/1964;0000;;23.2;;;1.2;18.9;91.25;0;
83985;26/09/1964;1200;0;;16.4;;;;;;
83985;27/09/1964;0000;;23.4;;;0.8;18.26;93.75;0.666667;
83985;27/09/1964;1200;0;;16.2;;;;;;
83985;28/09/1964;0000;;18.9;;;1.3;16.66;90.25;2;
83985;28/09/1964;1200;18.9;;14;;;;;;
83985;29/09/1964;0000;;21.9;;;1;17.9;88.5;0.666667;
83985;29/09/1964;1200;15.3;;15;;;;;;
83985;30/09/1964;0000;;24.6;;;1.3;15.54;77.5;2;
83985;30/09/1964;1200;19.7;;5;;;;;;
83985;01/10/1964;0000;;19.7;;;8.6;12.98;76.5;6.666667;
83985;01/10/1964;1200;0;;9;;;;;;
83985;02/10/1964;0000;;18.4;;;2.3;12.08;70.75;4;
83985;02/10/1964;1200;0;;6.1;;;;;;
83985;03/10/1964;0000;;15.7;;;4.3;11;72.5;4;
83985;03/10/1964;1200;0;;8;;;;;;
83985;04/10/1964;0000;;17.8;;;3.1;10.72;78.75;2;
83985;04/10/1964;1200;0;;4.8;;;;;;
83985;05/10/1964;0000;;18.2;;;2.6;13.34;62;0.666667;
83985;05/10/1964;1200;0;;4.6;;;;;;
83985;06/10/1964;0000;;19.2;;;3;13.02;83.25;1.333333;
83985;06/10/1964;1200;0;;7.6;;;;;;
83985;07/10/1964;0000;;17;;;2.4;14.38;92;3.333333;
83985;07/10/1964;1200;6.8;;9.2;;;;;;
83985;08/10/1964;0000;;16.8;;;2.6;15.38;92;4.666667;
83985;08/10/1964;1200;22.2;;13.2;;;;;;
83985;09/10/1964;0000;;20.6;;;2.8;16.38;95;2.666667;
83985;09/10/1964;1200;89.4;;10.6;;;;;;
83985;10/10/1964;0000;;21.6;;;1.6;15.92;78.5;1.333333;
83985;10/10/1964;1200;8;;10.8;;;;;;
83985;11/10/1964;0000;;19.3;;;2.6;14.84;84.5;2.666667;
83985;11/10/1964;1200;0;;10.6;;;;;;
83985;12/10/1964;0000;;21.1;;;1.8;16.96;87.5;0.666667;
83985;12/10/1964;1200;0;;12.5;;;;;;
83985;13/10/1964;0000;;21.8;;;1.5;17.28;83.25;0.666667;
83985;13/10/1964;1200;0.3;;11.7;;;;;;
83985;14/10/1964;0000;;22.4;;;2.3;18.94;82.25;1.333333;
83985;14/10/1964;1200;0;;15.8;;;;;;
83985;15/10/1964;0000;;22.8;;;2;18.42;84;1.333333;
83985;15/10/1964;1200;0;;14.3;;;;;;
83985;16/10/1964;0000;;23.5;;;1.1;17.32;84.5;0;
83985;16/10/1964;1200;0;;12;;;;;;
83985;17/10/1964;0000;;22.1;;;4.3;16.76;81;2;
83985;17/10/1964;1200;0;;11.4;;;;;;
83985;18/10/1964;0000;;22.8;;;2.9;18.74;63.5;4;
83985;18/10/1964;1200;0;;12.2;;;;;;
83985;19/10/1964;0000;;20.4;;;2;18.28;87.75;3.333333;
83985;19/10/1964;1200;0;;14.5;;;;;;
83985;20/10/1964;0000;;20;;;4.2;18.7;95;1.333333;
83985;20/10/1964;1200;0.2;;17.6;;;;;;
83985;21/10/1964;0000;;18.4;;;0.2;13.22;93.75;4;
83985;21/10/1964;1200;22;;10.2;;;;;;
83985;22/10/1964;0000;;18.2;;;2.5;12.74;78.5;6;
83985;22/10/1964;1200;22;;10;;;;;;
83985;23/10/1964;0000;;19.8;;;7;12.7;83;0.666667;
83985;23/10/1964;1200;0;;7.2;;;;;;
83985;24/10/1964;0000;;19.2;;;0.8;15.5;85;0.666667;
83985;24/10/1964;1200;0;;6.8;;;;;;
83985;25/10/1964;0000;;24.5;;;1.8;18.8;85;2;
83985;25/10/1964;1200;0;;10.6;;;;;;
83985;26/10/1964;0000;;26.4;;;3.4;17.22;90;1.333333;
83985;26/10/1964;1200;0.1;;12.4;;;;;;
83985;27/10/1964;0000;;25.4;;;3.8;18.62;65.75;1.333333;
83985;27/10/1964;1200;0;;10.2;;;;;;
83985;28/10/1964;0000;;32.3;;;2.4;21.98;76.5;2.666667;
83985;28/10/1964;1200;0;;13.7;;;;;;
83985;29/10/1964;0000;;30;;;3.3;22.18;77.5;1.333333;
83985;29/10/1964;1200;0;;17.8;;;;;;
83985;30/10/1964;0000;;29.8;;;1;22.22;60;2.666667;
83985;30/10/1964;1200;0;;13.6;;;;;;
83985;31/10/1964;0000;;23.2;;;1;13.26;71.5;4.666667;
83985;31/10/1964;1200;0;;7.2;;;;;;
83985;01/11/1964;0000;;21.4;;;4.8;14.46;69.75;2;
83985;01/11/1964;1200;0;;6.4;;;;;;
83985;02/11/1964;0000;;24.2;;;4.2;17.3;83.25;0.666667;
83985;02/11/1964;1200;0;;8.8;;;;;;
83985;03/11/1964;0000;;22.4;;;3.5;17.86;67.5;4;
83985;03/11/1964;1200;0;;12.2;;;;;;
83985;04/11/1964;0000;;22;;;3.7;18.34;89;2.666667;
83985;04/11/1964;1200;0;;16;;;;;;
83985;05/11/1964;0000;;22.4;;;1.6;16.74;77;5.333333;
83985;05/11/1964;1200;8;;13.2;;;;;;
83985;06/11/1964;0000;;25.4;;;2;16.46;78.75;2;
83985;06/11/1964;1200;0;;9.8;;;;;;
83985;07/11/1964;0000;;27.2;;;2.8;18.38;74.75;4.666667;
83985;07/11/1964;1200;0;;10.8;;;;;;
83985;08/11/1964;0000;;22.4;;;1;15.62;78.75;6.666667;
83985;08/11/1964;1200;0;;9.2;;;;;;
83985;09/11/1964;0000;;23;;;1;16.38;74.75;2.666667;
83985;09/11/1964;1200;0;;10.2;;;;;;
83985;10/11/1964;0000;;20.1;;;0.2;13.62;87.75;2.666667;
83985;10/11/1964;1200;0;;8.6;;;;;;
83985;11/11/1964;0000;;20.8;;;7.7;16.82;56;1.333333;
83985;11/11/1964;1200;0.7;;7.9;;;;;;
83985;12/11/1964;0000;;24.3;;;0.8;17.58;72.25;2.666667;
83985;12/11/1964;1200;0;;8.6;;;;;;
83985;13/11/1964;0000;;26.3;;;2.3;19.02;74.75;0.666667;
83985;13/11/1964;1200;0;;10.2;;;;;;
83985;14/11/1964;0000;;23.8;;;2.6;18.34;66.75;1.333333;
83985;14/11/1964;1200;0;;14.4;;;;;;
83985;15/11/1964;0000;;22.4;;;2;16.62;75.75;6;
83985;15/11/1964;1200;0;;12.2;;;;;;
83985;16/11/1964;0000;;23;;;4;16.3;77.75;1.333333;
83985;16/11/1964;1200;0;;7.2;;;;;;
83985;17/11/1964;0000;;26.5;;;3.8;22.2;64.5;2.666667;
83985;17/11/1964;1200;0;;15.4;;;;;;
83985;18/11/1964;0000;;24.4;;;1.4;19.82;77.5;0.666667;
83985;18/11/1964;1200;0;;14.6;;;;;;
83985;19/11/1964;0000;;26.6;;;5;20.3;74.75;4;
83985;19/11/1964;1200;0;;13.8;;;;;;
83985;20/11/1964;0000;;20;;;1.3;18.38;91;4;
83985;20/11/1964;1200;0;;16.6;;;;;;
83985;21/11/1964;0000;;18.6;;;3;16.9;81.5;3.333333;
83985;21/11/1964;1200;27.8;;13.6;;;;;;
83985;22/11/1964;0000;;22.2;;;1.3;17.34;82.5;1.333333;
83985;22/11/1964;1200;0;;13.8;;;;;;
83985;23/11/1964;0000;;22.6;;;1.8;17.18;78.5;2.666667;
83985;23/11/1964;1200;0;;10.8;;;;;;
83985;24/11/1964;0000;;25.8;;;2.1;18.5;73.5;3.333333;
83985;24/11/1964;1200;0;;10.2;;;;;;
